注文ID,地域,配送会社,距離,荷物重量,天気,交通量,発送準備時間,過去遅延回数,注文金額,当日配送件数,ドライバー経験年数,再配達回数,時期,配送先種別,配達希望時間帯,配送状態
ORD-27308,北海道,ヤマト運輸,360.0,4.0,晴れ,78.0,,0.0,20131.0,84.0,2.3,0.0,通常期,住宅,午前,通常
ORD-00489,福岡,佐川急便,250.0,1.8,晴れ,56.0,3.0,8.0,2704.0,82.0,5.6,,通常期,会社,午後,遅延注意
ORD-20130,福岡,ヤマト運輸,371.0,,雨,29.0,2.6,,2205.0,,7.1,0.0,通常期,住宅,午前,通常
ORD-28665,宮城,佐川急便,583.0,8.3,雨,48.0,6.2,0.0,3405.0,110.0,4.9,0.0,通常期,住宅,午後,通常
ORD-00885,仙台,佐川急便,557.0,0.9,晴れ,86.0,,0.0,3252.0,100.0,20.8,0.0,通常期,住宅,午前,通常
ORD-23670,広島,佐川急便,,3.5,雨,83.0,1.7,0.0,4472.0,81.0,0.3,0.0,繁忙期,住宅,午前,遅延危険
ORD-26290,広島,ヤマト運輸,244.0,5.0,晴れ,28.0,2.3,0.0,9280.0,121.0,0.7,0.0,通常期,住宅,午後,通常
ORD-21297,東京,佐川急便,308.0,,晴れ,74.0,5.0,1.0,8949.0,,,0.0,通常期,住宅,夜間,遅延注意
ORD-25337,福岡,佐川急便,48.0,1.2,晴れ,84.0,5.3,0.0,1538.0,107.0,0.1,1.0,通常期,住宅,午前,通常
ORD-20029,東京,佐川急便,,1.3,雨,68.0,2.4,0.0,1932.0,91.0,,0.0,通常期,住宅,午後,通常
ORD-22293,福岡,日本郵便,532.0,2.4,雨,23.0,1.9,3.0,1042.0,99.0,4.3,0.0,通常期,住宅,夜間,通常
ORD-20299,東京,日本郵便,202.0,6.2,晴れ,56.0,5.8,1.0,10282.0,56.0,,,通常期,住宅,午後,通常
ORD-15987,仙台,日本郵便,190.0,2.0,雨,86.0,2.7,0.0,10625.0,113.0,11.3,0.0,通常期,住宅,午後,通常
ORD-28588,愛知,ヤマト運輸,379.0,5.5,晴れ,0.0,2.1,4.0,30158.0,16.0,23.1,0.0,繁忙期,会社,午後,通常
ORD-19272,北海道,日本郵便,544.0,5.6,晴れ,37.0,4.4,0.0,1861.0,147.0,6.6,0.0,通常期,会社,午前,通常
ORD-10853,仙台,ヤマト運輸,517.0,5.7,晴れ,98.0,2.8,0.0,2759.0,151.0,5.2,1.0,通常期,住宅,夜間,通常
ORD-06941,北海道,日本郵便,216.0,8.1,晴れ,29.0,2.1,0.0,17843.0,164.0,2.2,1.0,通常期,住宅,午前,通常
ORD-26318,愛知,日本郵便,512.0,2.0,晴れ,100.0,1.9,0.0,6823.0,70.0,1.6,0.0,繁忙期,住宅,午後,通常
ORD-29058,沖縄,ヤマト運輸,378.0,3.6,雨,68.0,3.8,0.0,753.0,102.0,14.3,0.0,通常期,会社,午後,通常
ORD-01723,福岡,日本郵便,299.0,2.1,晴れ,57.0,1.4,2.0,3036.0,157.0,1.7,1.0,通常期,住宅,午前,通常
ORD-20513,東京,ヤマト運輸,73.0,4.6,雪,80.0,4.9,0.0,4944.0,103.0,1.1,0.0,繁忙期,会社,午後,遅延注意
ORD-25332,北海道,ヤマト運輸,564.0,5.0,晴れ,9.0,2.5,0.0,6681.0,67.0,8.4,0.0,繁忙期,住宅,午後,通常
ORD-28487,東京,日本郵便,404.0,0.8,晴れ,21.0,6.8,2.0,5983.0,160.0,5.0,0.0,通常期,会社,午前,通常
ORD-04681,東京,佐川急便,50.0,5.9,晴れ,6.0,5.1,0.0,1142.0,116.0,0.4,0.0,繁忙期,住宅,午後,通常
ORD-06893,北海道,ヤマト運輸,480.0,2.4,晴れ,8.0,1.4,0.0,9971.0,53.0,0.2,0.0,通常期,住宅,午前,通常
ORD-12370,福岡,佐川急便,326.0,2.5,雪,61.0,1.2,1.0,5560.0,53.0,7.1,1.0,通常期,住宅,午前,通常
ORD-22163,仙台,日本郵便,485.0,5.4,晴れ,40.0,1.4,0.0,6509.0,90.0,12.7,0.0,繁忙期,住宅,夜間,通常
ORD-01652,名古屋,ヤマト運輸,429.0,2.9,晴れ,89.0,4.5,0.0,6774.0,99.0,8.4,0.0,通常期,住宅,午前,通常
ORD-10978,広島,ヤマト運輸,501.0,,晴れ,35.0,3.1,,1543.0,164.0,23.4,0.0,繁忙期,住宅,午後,通常
ORD-02288,北海道,ヤマト運輸,533.0,1.7,雨,100.0,2.4,0.0,3099.0,44.0,3.5,0.0,通常期,住宅,午後,通常
ORD-16187,沖縄,日本郵便,862.0,2.1,晴れ,36.0,2.2,0.0,5374.0,126.0,14.3,0.0,通常期,住宅,夜間,通常
ORD-02070,名古屋,佐川急便,213.0,4.4,晴れ,78.0,17.0,0.0,1376.0,28.0,10.0,0.0,通常期,会社,午後,通常
ORD-25166,東京,ヤマト運輸,5.0,2.3,雪,54.0,4.4,0.0,2440.0,,11.6,1.0,通常期,住宅,夜間,通常
ORD-03254,宮城,日本郵便,335.0,2.1,雨,53.0,3.8,0.0,1495.0,85.0,8.4,3.0,繁忙期,住宅,夜間,遅延注意
ORD-14410,北海道,日本郵便,,,雨,64.0,2.8,1.0,,91.0,2.7,1.0,通常期,住宅,夜間,遅延注意
ORD-23539,愛知,佐川急便,287.0,2.3,雨,48.0,2.2,0.0,13866.0,160.0,3.9,0.0,繁忙期,会社,午前,通常
ORD-10591,大阪,日本郵便,229.0,5.2,晴れ,51.0,1.6,1.0,2607.0,80.0,1.0,0.0,通常期,会社,午後,通常
ORD-01543,東京,佐川急便,98.0,,晴れ,49.0,2.2,2.0,2217.0,105.0,3.4,1.0,通常期,会社,午後,通常
ORD-26129,宮城,日本郵便,396.0,7.7,晴れ,46.0,2.6,,21050.0,80.0,8.6,0.0,繁忙期,住宅,午後,通常
ORD-07530,福岡,ヤマト運輸,468.0,1.5,晴れ,70.0,3.4,1.0,4990.0,129.0,1.2,0.0,通常期,住宅,午前,通常
ORD-03353,仙台,ヤマト運輸,948.0,0.4,雪,14.0,1.9,2.0,3139.0,59.0,2.3,0.0,通常期,住宅,午前,通常
ORD-22735,大阪,日本郵便,192.0,3.1,晴れ,50.0,1.7,1.0,7360.0,49.0,2.5,0.0,通常期,住宅,午後,通常
ORD-09850,宮城,佐川急便,637.0,6.0,晴れ,62.0,1.4,0.0,3261.0,104.0,2.7,1.0,通常期,住宅,午前,遅延注意
ORD-13807,北海道,佐川急便,315.0,1.2,雨,5.0,3.2,0.0,8924.0,88.0,7.7,0.0,繁忙期,住宅,午前,通常
ORD-02530,広島,ヤマト運輸,607.0,4.1,雨,15.0,2.2,,17595.0,77.0,1.4,0.0,繁忙期,住宅,午後,通常
ORD-13970,宮城,ヤマト運輸,,2.2,雨,88.0,1.8,,4610.0,107.0,3.8,0.0,繁忙期,会社,午後,遅延注意
ORD-13650,福岡,佐川急便,5.0,7.8,晴れ,45.0,1.8,1.0,1321.0,54.0,0.6,0.0,通常期,住宅,午後,通常
ORD-23239,広島,日本郵便,469.0,0.7,晴れ,66.0,9.0,0.0,16793.0,,2.2,0.0,通常期,住宅,午前,遅延注意
ORD-09444,東京,ヤマト運輸,500.0,3.5,晴れ,49.0,3.2,1.0,11207.0,95.0,1.7,0.0,通常期,住宅,午前,通常
ORD-15048,名古屋,日本郵便,,2.1,晴れ,47.0,1.8,1.0,9225.0,127.0,,0.0,繁忙期,住宅,夜間,通常
ORD-25642,沖縄,佐川急便,486.0,7.0,晴れ,69.0,1.2,1.0,6504.0,113.0,1.1,0.0,通常期,住宅,午前,遅延注意
ORD-12030,名古屋,ヤマト運輸,236.0,6.1,雨,51.0,3.8,0.0,1656.0,63.0,18.3,0.0,通常期,会社,午前,通常
ORD-04665,北海道,佐川急便,272.0,4.1,晴れ,66.0,2.2,2.0,6146.0,66.0,3.8,0.0,繁忙期,住宅,午後,通常
ORD-19821,北海道,佐川急便,431.0,2.7,晴れ,45.0,1.8,1.0,1031.0,128.0,5.8,0.0,繁忙期,住宅,午前,通常
ORD-03322,広島,佐川急便,318.0,0.5,晴れ,16.0,1.9,2.0,5353.0,87.0,4.6,1.0,繁忙期,会社,午後,通常
ORD-03311,福岡,佐川急便,224.0,5.6,雨,37.0,1.8,1.0,2151.0,103.0,0.3,0.0,繁忙期,住宅,午後,通常
ORD-16698,福岡,ヤマト運輸,353.0,1.4,晴れ,52.0,2.5,2.0,5842.0,61.0,2.6,0.0,通常期,住宅,午後,通常
ORD-13687,沖縄,佐川急便,624.0,1.5,雪,25.0,1.8,0.0,6126.0,10.0,6.9,2.0,繁忙期,住宅,夜間,遅延注意
ORD-13547,沖縄,佐川急便,503.0,1.9,晴れ,,3.1,1.0,,34.0,0.8,1.0,通常期,会社,夜間,遅延注意
ORD-16736,福岡,ヤマト運輸,454.0,3.9,晴れ,77.0,6.6,0.0,4549.0,,,0.0,繁忙期,会社,午後,遅延注意
ORD-02577,北海道,ヤマト運輸,310.0,5.7,晴れ,,4.5,0.0,3293.0,112.0,21.3,0.0,通常期,会社,夜間,通常
ORD-10231,大阪,日本郵便,488.0,5.4,晴れ,26.0,4.0,0.0,7704.0,92.0,4.0,0.0,通常期,会社,午前,通常
ORD-17659,大阪,佐川急便,390.0,1.5,雨,100.0,2.6,0.0,3337.0,77.0,0.6,0.0,通常期,住宅,午後,遅延注意
ORD-05972,愛知,ヤマト運輸,381.0,2.7,晴れ,6.0,2.2,2.0,12471.0,112.0,2.1,1.0,通常期,住宅,午後,通常
ORD-12387,北海道,佐川急便,553.0,2.0,雨,34.0,2.4,0.0,2098.0,141.0,7.4,0.0,繁忙期,住宅,夜間,通常
ORD-02163,広島,ヤマト運輸,339.0,1.7,晴れ,22.0,2.8,0.0,8490.0,127.0,6.4,0.0,通常期,住宅,午前,通常
ORD-05488,北海道,ヤマト運輸,316.0,4.4,晴れ,52.0,1.5,1.0,2729.0,62.0,8.0,0.0,繁忙期,住宅,午後,通常
ORD-18854,広島,佐川急便,474.0,,雨,0.0,3.7,1.0,3198.0,120.0,0.8,1.0,通常期,会社,午後,通常
ORD-07011,大阪,佐川急便,98.0,4.3,晴れ,46.0,1.2,0.0,20853.0,134.0,2.6,0.0,繁忙期,住宅,午後,通常
ORD-03562,東京,佐川急便,136.0,5.0,雨,40.0,2.0,0.0,7633.0,103.0,2.9,1.0,通常期,住宅,午前,通常
ORD-27704,名古屋,佐川急便,249.0,2.3,雨,28.0,2.8,0.0,2981.0,69.0,0.4,0.0,通常期,会社,午前,通常
ORD-12128,東京,ヤマト運輸,690.0,2.1,晴れ,48.0,5.3,,4672.0,122.0,4.5,0.0,通常期,会社,午後,遅延注意
ORD-26056,宮城,日本郵便,240.0,4.3,晴れ,0.0,3.3,1.0,5591.0,109.0,6.0,1.0,通常期,住宅,午後,通常
ORD-06983,大阪,日本郵便,146.0,1.3,晴れ,50.0,2.1,0.0,17347.0,107.0,4.5,0.0,通常期,住宅,午前,通常
ORD-26762,広島,佐川急便,,4.2,晴れ,40.0,5.1,0.0,2074.0,98.0,0.5,0.0,通常期,会社,午前,通常
ORD-03244,広島,日本郵便,134.0,1.2,晴れ,47.0,2.8,0.0,,9999.0,1.6,0.0,繁忙期,住宅,夜間,通常
ORD-06498,沖縄,佐川急便,,3.6,雨,61.0,5.4,0.0,2147.0,75.0,2.0,0.0,繁忙期,住宅,午後,遅延注意
ORD-02346,東京,ヤマト運輸,5.0,4.3,雨,21.0,1.7,0.0,,83.0,7.4,99.0,通常期,住宅,午後,通常
ORD-25852,仙台,ヤマト運輸,462.0,2.7,晴れ,41.0,3.5,3.0,3141.0,48.0,3.2,0.0,繁忙期,会社,午前,遅延注意
ORD-12076,北海道,日本郵便,408.0,6.7,雨,74.0,2.1,,7042.0,86.0,1.6,0.0,通常期,住宅,午後,通常
ORD-01848,広島,日本郵便,276.0,8.9,晴れ,15.0,2.1,2.0,2571.0,28.0,1.3,0.0,通常期,住宅,夜間,通常
ORD-08639,宮城,日本郵便,281.0,2.9,晴れ,21.0,3.1,0.0,3479.0,47.0,5.1,0.0,通常期,会社,午前,通常
ORD-11954,北海道,日本郵便,481.0,3.1,雪,0.0,2.0,0.0,11506.0,113.0,4.5,0.0,通常期,会社,午後,通常
ORD-02933,大阪,佐川急便,222.0,4.8,晴れ,21.0,4.1,2.0,3817.0,133.0,8.6,0.0,通常期,会社,夜間,通常
ORD-25354,沖縄,日本郵便,268.0,1.4,晴れ,49.0,4.0,3.0,1168.0,107.0,0.2,0.0,通常期,会社,午後,遅延注意
ORD-00925,東京,日本郵便,5.0,7.5,雨,72.0,2.8,0.0,5198.0,117.0,13.2,0.0,通常期,住宅,午後,通常
ORD-15776,仙台,日本郵便,,,雪,50.0,2.6,1.0,3092.0,207.0,8.7,0.0,繁忙期,住宅,夜間,遅延注意
ORD-09544,広島,佐川急便,477.0,2.7,晴れ,46.0,1.7,0.0,7863.0,108.0,5.7,0.0,通常期,住宅,夜間,通常
ORD-19842,愛知,日本郵便,418.0,1.9,雪,40.0,5.3,0.0,12879.0,120.0,7.4,0.0,繁忙期,住宅,夜間,遅延注意
ORD-23128,広島,ヤマト運輸,338.0,1.3,晴れ,,3.5,0.0,4038.0,99.0,1.7,0.0,繁忙期,住宅,午前,通常
ORD-11201,沖縄,佐川急便,418.0,4.5,晴れ,22.0,3.1,2.0,3838.0,143.0,3.4,1.0,通常期,住宅,夜間,通常
ORD-21740,広島,日本郵便,310.0,2.5,雨,16.0,7.4,1.0,3159.0,129.0,7.0,1.0,通常期,住宅,夜間,通常
ORD-16765,広島,ヤマト運輸,625.0,3.4,晴れ,0.0,3.8,1.0,4713.0,130.0,10.6,0.0,通常期,住宅,午前,通常
ORD-07943,北海道,ヤマト運輸,462.0,2.0,雨,43.0,2.2,2.0,13158.0,146.0,1.5,0.0,繁忙期,住宅,午後,遅延注意
ORD-03170,東京,日本郵便,212.0,1.4,雪,55.0,4.9,0.0,4855.0,157.0,4.5,0.0,通常期,住宅,午後,遅延注意
ORD-07557,広島,日本郵便,264.0,1.6,晴れ,63.0,0.6,0.0,5758.0,157.0,2.1,0.0,繁忙期,住宅,午前,通常
ORD-18841,宮城,日本郵便,331.0,,晴れ,18.0,3.2,2.0,5117.0,61.0,3.7,1.0,繁忙期,住宅,午後,通常
ORD-08272,仙台,ヤマト運輸,502.0,3.0,雨,44.0,3.2,0.0,1873.0,106.0,4.9,1.0,繁忙期,住宅,午後,通常
ORD-15322,東京,日本郵便,295.0,1.0,晴れ,52.0,3.1,0.0,879.0,135.0,8.4,0.0,通常期,住宅,午後,通常
ORD-20760,広島,日本郵便,349.0,1.6,雨,57.0,1.6,2.0,2043.0,122.0,5.1,0.0,通常期,会社,午後,遅延注意
ORD-03785,宮城,佐川急便,299.0,2.6,晴れ,36.0,3.7,0.0,19433.0,97.0,1.2,0.0,通常期,会社,午後,通常
ORD-17319,沖縄,ヤマト運輸,517.0,3.0,晴れ,38.0,3.3,0.0,1517.0,22.0,0.8,0.0,通常期,住宅,夜間,通常
ORD-04492,沖縄,佐川急便,703.0,,雨,10.0,1.1,0.0,4526.0,92.0,0.1,0.0,繁忙期,住宅,夜間,通常
ORD-12438,宮城,日本郵便,589.0,1.1,雨,23.0,3.2,2.0,5235.0,153.0,0.5,0.0,通常期,住宅,午後,通常
ORD-05722,東京,ヤマト運輸,259.0,0.6,晴れ,45.0,2.7,2.0,9232.0,91.0,5.6,1.0,繁忙期,住宅,午前,通常
ORD-15581,沖縄,日本郵便,577.0,3.6,晴れ,15.0,7.3,0.0,15981.0,128.0,5.5,0.0,通常期,会社,午後,通常
ORD-20191,愛知,佐川急便,366.0,2.9,雨,73.0,4.1,0.0,33492.0,108.0,2.5,1.0,通常期,住宅,午前,通常
ORD-01056,大阪,佐川急便,233.0,2.3,晴れ,90.0,2.3,1.0,2919.0,135.0,0.6,0.0,通常期,住宅,夜間,通常
ORD-27515,広島,佐川急便,227.0,2.0,晴れ,30.0,5.6,4.0,5034.0,67.0,0.4,0.0,繁忙期,住宅,午後,通常
ORD-13938,沖縄,日本郵便,452.0,4.3,雪,71.0,8.5,,2825.0,123.0,0.8,0.0,通常期,住宅,午後,遅延危険
ORD-27449,福岡,ヤマト運輸,441.0,0.9,晴れ,74.0,3.8,0.0,16007.0,151.0,,0.0,繁忙期,住宅,夜間,遅延注意
ORD-17935,仙台,ヤマト運輸,514.0,1.9,雨,48.0,4.4,0.0,5523.0,48.0,12.6,0.0,通常期,住宅,午後,通常
ORD-09594,宮城,佐川急便,355.0,12.1,晴れ,30.0,3.3,0.0,2844.0,122.0,2.4,1.0,通常期,会社,午後,通常
ORD-22175,広島,ヤマト運輸,127.0,7.6,雪,83.0,2.5,1.0,2167.0,80.0,2.4,1.0,通常期,住宅,午後,遅延注意
ORD-17505,宮城,ヤマト運輸,42.0,7.4,晴れ,17.0,1.0,1.0,4536.0,115.0,6.8,0.0,通常期,住宅,午前,通常
ORD-06177,愛知,ヤマト運輸,288.0,20.0,雨,56.0,2.7,0.0,8154.0,85.0,2.5,0.0,通常期,会社,夜間,通常
ORD-01946,大阪,ヤマト運輸,661.0,1.8,晴れ,87.0,1.1,2.0,2971.0,48.0,,1.0,通常期,住宅,夜間,通常
ORD-07363,東京,日本郵便,213.0,7.3,晴れ,40.0,2.8,3.0,11002.0,89.0,7.3,0.0,通常期,住宅,午後,通常
ORD-06871,沖縄,日本郵便,520.0,2.8,晴れ,48.0,1.0,0.0,2938.0,42.0,11.1,1.0,繁忙期,住宅,午後,通常
ORD-19247,東京,ヤマト運輸,492.0,2.4,晴れ,28.0,2.5,0.0,4402.0,157.0,4.0,0.0,繁忙期,住宅,午前,通常
ORD-06347,名古屋,佐川急便,344.0,2.8,雨,50.0,2.7,0.0,12257.0,,5.5,0.0,通常期,住宅,午後,通常
ORD-22883,大阪,日本郵便,274.0,4.0,雪,42.0,2.0,0.0,8685.0,134.0,6.7,,通常期,住宅,午前,遅延注意
ORD-26760,福岡,日本郵便,469.0,6.8,晴れ,,2.7,2.0,3235.0,124.0,11.5,0.0,通常期,住宅,夜間,通常
ORD-23401,広島,ヤマト運輸,480.0,1.9,晴れ,72.0,4.7,2.0,4563.0,130.0,3.7,0.0,通常期,会社,夜間,遅延注意
ORD-29055,愛知,ヤマト運輸,411.0,3.3,晴れ,32.0,3.1,0.0,3303.0,93.0,1.5,2.0,通常期,住宅,午後,通常
ORD-24233,宮城,日本郵便,250.0,4.4,晴れ,81.0,4.2,2.0,2380.0,122.0,1.7,0.0,通常期,住宅,夜間,遅延危険
ORD-03726,沖縄,ヤマト運輸,662.0,12.3,晴れ,9.0,5.9,5.0,4104.0,,3.0,0.0,通常期,会社,午後,通常
ORD-10580,北海道,ヤマト運輸,355.0,8.8,晴れ,93.0,2.9,2.0,1267.0,142.0,9.6,1.0,繁忙期,住宅,午後,遅延注意
ORD-21718,沖縄,ヤマト運輸,485.0,0.9,雨,67.0,1.8,0.0,1600.0,130.0,2.3,0.0,通常期,住宅,午前,通常
ORD-07124,沖縄,ヤマト運輸,310.0,4.2,晴れ,18.0,1.3,0.0,5569.0,54.0,,0.0,通常期,住宅,午後,通常
ORD-28350,大阪,ヤマト運輸,151.0,0.8,雪,9.0,1.9,0.0,10886.0,9999.0,8.0,1.0,通常期,住宅,夜間,通常
ORD-17430,沖縄,ヤマト運輸,163.0,3.1,晴れ,31.0,3.2,1.0,4583.0,65.0,1.9,0.0,繁忙期,住宅,夜間,通常
ORD-11420,福岡,日本郵便,470.0,2.1,晴れ,71.0,2.6,0.0,7769.0,66.0,1.5,0.0,通常期,住宅,午後,通常
ORD-12301,北海道,日本郵便,,1.7,雨,57.0,1.2,1.0,7296.0,87.0,,0.0,通常期,住宅,夜間,遅延注意
ORD-26278,東京,佐川急便,309.0,3.4,晴れ,72.0,5.0,0.0,11552.0,63.0,0.6,0.0,通常期,住宅,午前,通常
ORD-28480,仙台,ヤマト運輸,591.0,11.5,晴れ,96.0,1.6,0.0,1700.0,129.0,16.1,2.0,通常期,住宅,午後,遅延注意
ORD-13347,沖縄,日本郵便,759.0,11.6,晴れ,29.0,2.8,0.0,8756.0,76.0,0.0,0.0,通常期,住宅,夜間,通常
ORD-20574,福岡,日本郵便,336.0,2.1,晴れ,100.0,6.4,4.0,13244.0,145.0,0.6,0.0,通常期,住宅,午後,遅延危険
ORD-16687,北海道,ヤマト運輸,397.0,1.7,晴れ,75.0,1.7,0.0,4290.0,97.0,1.5,0.0,通常期,住宅,午前,通常
ORD-00668,愛知,佐川急便,559.0,2.4,晴れ,71.0,,0.0,2422.0,78.0,3.3,0.0,通常期,住宅,夜間,通常
ORD-00039,広島,佐川急便,319.0,0.8,晴れ,0.0,3.4,0.0,9615.0,159.0,6.9,1.0,繁忙期,住宅,午後,通常
ORD-14754,愛知,日本郵便,213.0,2.8,雨,43.0,1.9,0.0,4896.0,97.0,2.0,0.0,通常期,住宅,午後,通常
ORD-26483,仙台,日本郵便,381.0,2.1,雨,32.0,2.2,2.0,3178.0,52.0,,0.0,通常期,住宅,夜間,通常
ORD-18805,愛知,ヤマト運輸,56.0,2.6,晴れ,26.0,0.8,0.0,13032.0,97.0,3.4,0.0,通常期,住宅,夜間,通常
ORD-13554,宮城,ヤマト運輸,146.0,16.8,晴れ,36.0,,4.0,7617.0,98.0,5.5,0.0,通常期,住宅,午後,通常
ORD-25771,北海道,ヤマト運輸,5.0,1.4,晴れ,62.0,3.2,1.0,3531.0,100.0,8.9,0.0,通常期,住宅,午後,通常
ORD-07022,沖縄,佐川急便,497.0,6.7,雨,,1.8,0.0,9471.0,159.0,1.9,1.0,通常期,住宅,午後,通常
ORD-20984,北海道,佐川急便,524.0,3.6,晴れ,63.0,3.6,0.0,1890.0,168.0,13.5,1.0,通常期,住宅,午前,通常
ORD-12719,広島,日本郵便,315.0,1.5,晴れ,53.0,2.8,1.0,4909.0,127.0,7.4,0.0,通常期,住宅,午前,通常
ORD-21926,北海道,佐川急便,236.0,1.7,晴れ,41.0,7.6,0.0,3005.0,193.0,1.3,0.0,繁忙期,会社,午前,通常
ORD-13884,愛知,日本郵便,267.0,1.3,雨,58.0,,4.0,8523.0,152.0,7.3,0.0,通常期,住宅,午後,通常
ORD-28330,愛知,ヤマト運輸,359.0,4.8,晴れ,22.0,4.7,4.0,4963.0,,8.1,0.0,通常期,会社,午後,通常
ORD-20444,福岡,ヤマト運輸,595.0,2.2,晴れ,63.0,2.1,2.0,1893.0,75.0,6.5,2.0,通常期,住宅,午前,遅延注意
ORD-22530,宮城,佐川急便,314.0,1.9,晴れ,26.0,7.1,1.0,1199.0,78.0,1.0,0.0,通常期,住宅,午前,通常
ORD-12093,仙台,ヤマト運輸,492.0,2.0,雨,40.0,2.0,2.0,2329.0,155.0,2.7,0.0,繁忙期,住宅,夜間,通常
ORD-23888,沖縄,佐川急便,474.0,4.2,雨,40.0,3.5,0.0,10266.0,61.0,5.5,0.0,通常期,住宅,午前,通常
ORD-19575,広島,ヤマト運輸,361.0,3.5,晴れ,39.0,3.5,0.0,,,0.8,,通常期,住宅,午後,通常
ORD-15702,福岡,日本郵便,247.0,9.2,晴れ,,2.7,0.0,9826.0,59.0,0.8,1.0,通常期,住宅,午前,通常
ORD-07859,愛知,ヤマト運輸,320.0,10.1,晴れ,34.0,2.2,2.0,1511.0,131.0,10.8,1.0,通常期,住宅,午前,通常
ORD-04476,愛知,日本郵便,143.0,2.6,晴れ,31.0,3.3,1.0,9290.0,119.0,0.9,0.0,通常期,住宅,午後,通常
ORD-07867,大阪,佐川急便,155.0,3.7,晴れ,53.0,2.3,0.0,7577.0,58.0,2.3,0.0,通常期,住宅,夜間,通常
ORD-16553,大阪,佐川急便,427.0,1.8,雨,39.0,6.9,2.0,8835.0,143.0,10.6,0.0,繁忙期,会社,午後,遅延注意
ORD-02459,福岡,佐川急便,227.0,6.9,晴れ,53.0,6.1,2.0,2617.0,140.0,0.9,1.0,通常期,住宅,午前,遅延注意
ORD-06506,福岡,日本郵便,,1.3,晴れ,23.0,3.7,1.0,4023.0,79.0,1.4,0.0,通常期,会社,午後,通常
ORD-17862,愛知,ヤマト運輸,259.0,7.7,雨,31.0,3.0,,3884.0,124.0,6.4,1.0,繁忙期,住宅,午後,通常
ORD-12958,東京,佐川急便,106.0,4.1,晴れ,18.0,1.9,0.0,5174.0,54.0,4.9,1.0,通常期,住宅,午後,通常
ORD-07541,北海道,ヤマト運輸,461.0,5.6,晴れ,20.0,4.1,0.0,8505.0,105.0,3.1,0.0,通常期,住宅,午後,通常
ORD-25531,大阪,日本郵便,420.0,1.0,晴れ,24.0,2.2,1.0,2243.0,26.0,10.4,0.0,繁忙期,住宅,夜間,通常
ORD-24063,沖縄,佐川急便,494.0,3.6,雨,74.0,2.0,0.0,5683.0,93.0,5.2,0.0,通常期,住宅,午後,通常
ORD-11770,名古屋,ヤマト運輸,474.0,0.8,晴れ,39.0,3.0,3.0,5860.0,74.0,2.4,0.0,通常期,住宅,夜間,遅延注意
ORD-08943,広島,佐川急便,485.0,6.2,晴れ,27.0,2.3,0.0,4834.0,74.0,2.7,0.0,通常期,住宅,午前,通常
ORD-28912,愛知,日本郵便,674.0,7.5,晴れ,36.0,2.3,1.0,1786.0,76.0,4.7,0.0,通常期,会社,午後,通常
ORD-16528,大阪,ヤマト運輸,581.0,3.6,雨,62.0,4.6,0.0,26033.0,102.0,0.1,1.0,繁忙期,住宅,午前,遅延注意
ORD-09952,東京,ヤマト運輸,414.0,17.1,晴れ,78.0,2.2,0.0,3883.0,158.0,5.0,1.0,通常期,会社,午前,遅延注意
ORD-19631,宮城,日本郵便,250.0,3.2,雨,45.0,5.4,0.0,10168.0,154.0,9.1,0.0,通常期,住宅,午後,通常
ORD-28328,愛知,日本郵便,509.0,2.5,晴れ,22.0,3.4,1.0,9822.0,125.0,7.4,0.0,通常期,会社,午後,通常
ORD-16356,福岡,日本郵便,45.0,2.3,晴れ,13.0,5.1,1.0,1776.0,177.0,1.9,0.0,通常期,住宅,午後,通常
ORD-23548,大阪,ヤマト運輸,231.0,2.5,雨,58.0,3.2,0.0,18786.0,103.0,6.6,0.0,通常期,住宅,午後,通常
ORD-28410,大阪,佐川急便,206.0,,晴れ,,4.1,0.0,2292.0,103.0,6.2,0.0,繁忙期,会社,午前,通常
ORD-23940,東京,佐川急便,221.0,2.3,晴れ,58.0,0.7,0.0,1620.0,105.0,1.1,0.0,繁忙期,会社,午前,通常
ORD-09512,福岡,日本郵便,369.0,1.3,晴れ,79.0,2.0,0.0,17119.0,106.0,2.6,0.0,通常期,住宅,午前,通常
ORD-13009,名古屋,佐川急便,267.0,6.5,晴れ,59.0,4.0,1.0,3687.0,89.0,7.8,1.0,通常期,住宅,午後,通常
ORD-10405,宮城,日本郵便,523.0,5.8,晴れ,45.0,3.0,0.0,11984.0,142.0,4.4,0.0,通常期,会社,午後,通常
ORD-04452,大阪,佐川急便,328.0,5.4,晴れ,23.0,9.4,3.0,5525.0,179.0,0.1,0.0,通常期,会社,午後,通常
ORD-06155,福岡,日本郵便,,1.4,晴れ,96.0,4.2,4.0,,90.0,30.0,0.0,通常期,会社,夜間,通常
ORD-12852,北海道,佐川急便,601.0,2.0,晴れ,54.0,1.8,7.0,1465.0,77.0,2.3,0.0,通常期,住宅,午後,遅延注意
ORD-21458,沖縄,日本郵便,,4.5,雪,45.0,2.1,0.0,2119.0,123.0,5.5,0.0,通常期,会社,夜間,遅延注意
ORD-09331,北海道,ヤマト運輸,546.0,3.5,晴れ,51.0,0.5,0.0,3221.0,97.0,5.7,0.0,繁忙期,住宅,午後,通常
ORD-09013,大阪,ヤマト運輸,,8.1,晴れ,65.0,3.3,1.0,4753.0,90.0,2.0,0.0,通常期,住宅,午後,通常
